timestamp,device,rle_smoothed,rle_raw,E_th,E_pw,temp_c,power_w,util_pct,a_load,t_sustain_s,rolling_peak,collapse,alerts,cpu_freq_mhz,cpu_cores_active,cpu_temp_max,gpu_memory_used_gb,gpu_memory_total_gb,gpu_fan_pct,gpu_clock_mhz,memory_used_gb,memory_total_gb,memory_util_pct,disk_used_gb,disk_total_gb,disk_util_pct,network_sent_mb,network_recv_mb,cpu_temp_hwinfo,cpu_fan_rpm,cpu_voltage,motherboard_temp,psu_voltage_12v,psu_voltage_5v,psu_voltage_3v,gpu_temp_hwinfo,gpu_memory_temp,gpu_fan_rpm,gpu_voltage,case_fan_rpm,workload_state
2025-10-29T01:05:40.658652,gpu,0.14337549866688049,0.14914900868031192,0.3849006675620953,0.38749999999999996,51,21.721,31,0.8,600.0,0.1488507106629513,0,,,,,2.8057518005371094,8.0,0,240,,,,,,,,,,,,,,,,,,,,,data_prep
2025-10-29T01:05:41.725282,cpu,0.28022046589018296,0.28265391014975033,0.37437603993344426,0.7549999999999999,50.0,125.0,60.4,0.8,600.0,0.30637437603993334,0,,2496.0,14,,,,,,,,,,,,,,,,,,,,,,,,,,data_prep
2025-10-29T01:05:41.725282,gpu,0.1462622536735962,0.14914900868031192,0.3849006675620953,0.38749999999999996,51,22.229,31,0.8,600.0,0.1488507106629513,0,,,,,2.8054466247558594,8.0,0,225,,,,,,,,,,,,,,,,,,,,,data_prep
2025-10-29T01:05:42.599902,cpu,0.27731905158069875,0.29248128119800326,0.37437603993344426,0.78125,50.0,125.0,62.5,0.8,600.0,0.2918963186356073,0,,2496.0,16,,,,,,,,,,,,,,,,,,,,,,,,,,data_prep
2025-10-29T01:05:42.599902,gpu,0.12272928329710878,0.021861640108822383,0.34978624174115813,0.0625,53,33.283,5,0.8,30.0,0.1488507106629513,1,,,,,2.8393287658691406,8.0,0,1695,,,,,,,,,,,,,,,,,,,,,data_prep
2025-10-29T01:05:43.682007,cpu,0.29032861896838597,0.31353993344425957,0.37437603993344426,0.8375,50.0,125.0,67.0,0.8,600.0,0.31291285357737103,0,,2496.0,16,,,,,,,,,,,,,,,,,,,,,,,,,,data_prep
2025-10-29T01:05:43.682007,gpu,0.09705215783993243,0.02076338139443018,0.3322141023108829,0.0625,54,52.584,5,0.8,19.333333333333332,0.1488507106629513,1,,,,,2.8448829650878906,8.0,0,1695,,,,,,,,,,,,,,,,,,,,,data_prep
2025-10-29T01:05:44.622739,cpu,0.28957986688851906,0.271422628951747,0.37437603993344426,0.7249999999999999,50.0,125.0,58.0,0.8,600.0,0.31291285357737103,0,,2496.0,16,,,,,,,,,,,,,,,,,,,,,,,,,,data_prep
2025-10-29T01:05:44.622739,gpu,0.07247805273908119,0.021467224831529512,0.3434755973044722,0.0625,54,52.459,5,0.8,58.0,0.1488507106629513,1,,,,,2.8431053161621094,8.0,0,1695,,,,,,,,,,,,,,,,,,,,,data_prep
2025-10-29T01:05:45.686457,cpu,0.29051580698835267,0.29248128119800326,0.37437603993344426,0.78125,50.0,125.0,62.5,0.8,600.0,0.31291285357737103,0,,2496.0,15,,,,,,,,,,,,,,,,,,,,,,,,,,data_prep
